"transaction_description","category","country","currency"
"ASPCA (Bank Transfer)","Charity & Donations","CANADA","CAD"
"McDonald's","Food & Dining","AUSTRALIA","AUD"
"Senate","Government & Legal","USA","USD"
"BB&T","Financial Services","INDIA","INR"
"Passport Center","Government & Legal","UK","GBP"
"Town Hall Residential","Government & Legal","AUSTRALIA","AUD"
"TJ Maxx - Dinner Time","Shopping & Retail","AUSTRALIA","AUD"
"Stanford Health","Healthcare & Medical","CANADA","CAD"
"Consulting - UK","Income","UK","GBP"
"Occupational Therapy #4714 - Rush Hour","Healthcare & Medical","UK","GBP"
"Pharmacy Branch","Healthcare & Medical","UK","GBP"
"Unemployment #4301 Online","Income","UK","GBP"
"Chase - Dinner Time","Financial Services","INDIA","INR"
"McDonald's #4882 Store Center","Food & Dining","INDIA","INR"
"Train Online TXN290530","Transportation","USA","USD"
"Nature Conservancy","Charity & Donations","UK","GBP"
"Financial Advisor - USA TXN579208","Financial Services","USA","USD"
"Urgent Care - UK Store","Healthcare & Medical","UK","GBP"
"CTA Online","Transportation","CANADA","CAD"
"Domino's Mall","Food & Dining","USA","USD"
"Regal","Entertainment & Recreation","UK","GBP"
"US Bank","Financial Services","AUSTRALIA","AUD"
"Convention Center Online - Night","Entertainment & Recreation","UK","GBP"
"Crunch Fitness Branch Hospital","Entertainment & Recreation","INDIA","INR"
"BART #2359 TXN239299","Transportation","UK","GBP"
"MTA TXN600957","Transportation","AUSTRALIA","AUD"
"Home Depot #6250","Shopping & Retail","UK","GBP"
"BMO Harris - AUSTRALIA Shopping Center","Financial Services","AUSTRALIA","AUD"
"Blood Test Mall","Healthcare & Medical","INDIA","INR"
"Lord & Taylor","Shopping & Retail","USA","USD"
"Salary #7866 Store Mall","Income","UK","GBP"
"Exxon","Transportation","INDIA","INR"
"Mediacom","Utilities & Services","USA","USD"
"CVS","Shopping & Retail","AUSTRALIA","AUD"
"SEPTA Branch - Evening","Transportation","AUSTRALIA","AUD"
"Regions Bank - INDIA (Online)","Financial Services","INDIA","INR"
"County Clerk #5358 Online - Afternoon","Government & Legal","USA","USD"
"Franchise (Contactless)","Income","INDIA","INR"
"Domino's - CANADA Center - Lunch Time","Food & Dining","CANADA","CAD"
"SunTrust #1295 TXN986777","Financial Services","CANADA","CAD"
"Dairy Queen Store","Food & Dining","INDIA","INR"
"Ulta - INDIA Online","Shopping & Retail","INDIA","INR"
"Brigham and Women's","Healthcare & Medical","AUSTRALIA","AUD"
"Reward","Income","CANADA","CAD"
"Satellite Internet","Utilities & Services","AUSTRALIA","AUD"
"Pure Barre Branch (ACH)","Entertainment & Recreation","AUSTRALIA","AUD"
"Taco Bell Store","Food & Dining","AUSTRALIA","AUD"
"Walgreens","Healthcare & Medical","UK","GBP"
"Viasat #1329","Utilities & Services","AUSTRALIA","AUD"
"Trampoline Park #6534 Store TXN452493","Entertainment & Recreation","AUSTRALIA","AUD"
"Red Cross #7830 Branch","Charity & Donations","CANADA","CAD"
"UCLA Medical #7222","Healthcare & Medical","CANADA","CAD"
"UPS Store - CANADA - Evening","Shopping & Retail","CANADA","CAD"
"Sixt - AUSTRALIA","Transportation","AUSTRALIA","AUD"
"Temple","Charity & Donations","AUSTRALIA","AUD"
"Metro #5999 Center","Transportation","INDIA","INR"
"DEA (Cash)","Government & Legal","USA","USD"
"Saks Off 5th Shopping Center","Shopping & Retail","UK","GBP"
"Macy's Store Hospital","Shopping & Retail","AUSTRALIA","AUD"
"Amazon Prime","Entertainment & Recreation","CANADA","CAD"
"Synagogue #8200 - Night","Charity & Donations","AUSTRALIA","AUD"
"Doctors Without Borders (ACH)","Charity & Donations","UK","GBP"
"Gynecologist Store","Healthcare & Medical","UK","GBP"
"Wealth Management - AUSTRALIA Airport","Financial Services","AUSTRALIA","AUD"
"Nordstrom Rack #8088 Online Residential","Shopping & Retail","CANADA","CAD"
"Community Center","Charity & Donations","CANADA","CAD"
"Sixt","Transportation","AUSTRALIA","AUD"
"Equinox Center","Entertainment & Recreation","UK","GBP"
"Theme Park Online Downtown","Entertainment & Recreation","INDIA","INR"
"Municipal Building - UK","Government & Legal","UK","GBP"
"BART","Transportation","USA","USD"
"Zaxby's - INDIA Store","Food & Dining","INDIA","INR"
"Toll - CANADA Store - Dinner Time","Transportation","CANADA","CAD"
"CVS","Shopping & Retail","AUSTRALIA","AUD"
"24 Hour Fitness","Entertainment & Recreation","CANADA","CAD"
"Lyft #7019 Branch","Transportation","CANADA","CAD"
"Social Security (ACH)","Income","CANADA","CAD"
"Investment #5657 Store","Financial Services","UK","GBP"
"Mutual Fund","Financial Services","UK","GBP"
"Offering - Evening","Charity & Donations","CANADA","CAD"
"Police Department","Government & Legal","INDIA","INR"
"Local Food Bank Online Center","Charity & Donations","UK","GBP"
"Sparklight #3351","Utilities & Services","AUSTRALIA","AUD"
"Panera Bread Store - Morning","Food & Dining","INDIA","INR"
"Cleveland Clinic - UK Store","Healthcare & Medical","UK","GBP"
"Red Cross #1319 Online Airport","Charity & Donations","UK","GBP"
"Hardee's","Food & Dining","USA","USD"
"Wage","Income","INDIA","INR"
"BART - USA","Transportation","USA","USD"
"Laser Tag Branch TXN890696","Entertainment & Recreation","AUSTRALIA","AUD"
"Barnes & Noble Online","Shopping & Retail","CANADA","CAD"
"Subway #4987 TXN874079","Food & Dining","CANADA","CAD"
"Fiber Center","Utilities & Services","CANADA","CAD"
"Community Bank Store Mall","Financial Services","USA","USD"
"KeyBank Store","Financial Services","USA","USD"
"Zara - CANADA","Shopping & Retail","CANADA","CAD"
"WWF #9801 Airport","Charity & Donations","CANADA","CAD"
"Laser Tag #7304 Shopping Center","Entertainment & Recreation","CANADA","CAD"
"Dollar #5585","Transportation","AUSTRALIA","AUD"
"Reimbursement","Income","AUSTRALIA","AUD"
"Oxfam - CANADA Online","Charity & Donations","CANADA","CAD"
"Adidas (Contactless)","Shopping & Retail","USA","USD"
"Charity","Charity & Donations","UK","GBP"
"Santander #1139 (Wire)","Financial Services","UK","GBP"
"US Bank #1148","Financial Services","AUSTRALIA","AUD"
"McDonald's (App)","Food & Dining","INDIA","INR"
"Surgery","Healthcare & Medical","AUSTRALIA","AUD"
"NGO #2221 Online","Charity & Donations","INDIA","INR"
"Spectrum Center","Utilities & Services","USA","USD"
"Bank of America #6304 Branch","Financial Services","INDIA","INR"
"24 Hour Fitness TXN732923","Entertainment & Recreation","USA","USD"
"American Airlines Store","Transportation","CANADA","CAD"
"US Bank #4784 - CANADA Store","Financial Services","CANADA","CAD"
"Google Fiber - Weekday","Utilities & Services","USA","USD"
"Cold Stone Creamery","Food & Dining","INDIA","INR"
"Cox","Utilities & Services","INDIA","INR"
"M&T Bank - INDIA (Card)","Financial Services","INDIA","INR"
"Senate - INDIA","Government & Legal","INDIA","INR"
"TD Bank Online Business District","Financial Services","USA","USD"
"Chiropractor","Healthcare & Medical","UK","GBP"
"Zoo Store","Entertainment & Recreation","AUSTRALIA","AUD"
"Full-time Center","Income","CANADA","CAD"
"Temple #7521 Store","Charity & Donations","INDIA","INR"
"Side Hustle #7516 Store Online","Income","USA","USD"
"Oxfam - INDIA Branch","Charity & Donations","INDIA","INR"
"FlixBus (ACH)","Transportation","AUSTRALIA","AUD"
"Lowe's","Shopping & Retail","UK","GBP"
"EMS #5334","Government & Legal","INDIA","INR"
"SEPTA","Transportation","UK","GBP"
"Hawaiian Airlines","Transportation","USA","USD"
"Train #5728 - USA Strip Mall","Transportation","USA","USD"
"Wells Fargo Store - Afternoon","Financial Services","CANADA","CAD"
"Neiman Marcus #9477 Campus","Shopping & Retail","AUSTRALIA","AUD"
"H&M #5041","Shopping & Retail","INDIA","INR"
"Dollar General #9816 - INDIA - Dinner Time","Shopping & Retail","INDIA","INR"
"Neurologist","Healthcare & Medical","CANADA","CAD"
"Cinema","Entertainment & Recreation","USA","USD"
"Dermatologist - Rush Hour","Healthcare & Medical","USA","USD"
"Gig Work","Income","CANADA","CAD"
"BP","Transportation","INDIA","INR"
"Disability Branch Residential","Income","AUSTRALIA","AUD"
"Pharmacy","Healthcare & Medical","INDIA","INR"
"Cleveland Clinic","Healthcare & Medical","UK","GBP"
"Marshalls Store","Shopping & Retail","AUSTRALIA","AUD"
"Loan #3486 (Bank Transfer)","Financial Services","CANADA","CAD"
"Quiznos","Food & Dining","CANADA","CAD"
"CenturyLink - CANADA","Utilities & Services","CANADA","CAD"
"TSA #6488 - UK Store Online Strip Mall","Government & Legal","UK","GBP"
"Transfer","Financial Services","USA","USD"
"Cane's","Food & Dining","UK","GBP"
"Allegiant Store (Cash)","Transportation","CANADA","CAD"
"Temple","Charity & Donations","AUSTRALIA","AUD"
"Paramedic #7031 Store Center","Government & Legal","AUSTRALIA","AUD"
"Full-time Store","Income","UK","GBP"
"Pure Barre","Entertainment & Recreation","AUSTRALIA","AUD"
"County Clerk Online - Morning","Government & Legal","UK","GBP"
"Maternity Leave #1609","Income","UK","GBP"
"Parking - INDIA - Weekday","Transportation","INDIA","INR"
"KFC","Food & Dining","CANADA","CAD"
"CenturyLink #2742","Utilities & Services","UK","GBP"
"Uniqlo","Shopping & Retail","INDIA","INR"
"ATM - CANADA","Financial Services","CANADA","CAD"
"Theme Park TXN910088","Entertainment & Recreation","UK","GBP"
"Internet Provider","Utilities & Services","AUSTRALIA","AUD"
"Theme Park #3979 Store Center","Entertainment & Recreation","CANADA","CAD"
"Lowe's - CANADA - Afternoon","Shopping & Retail","CANADA","CAD"
"Passport Center","Government & Legal","INDIA","INR"
"United #3709 Center - Lunch Time","Transportation","USA","USD"
"KeyBank Mall","Financial Services","INDIA","INR"
"BART TXN363707","Transportation","INDIA","INR"
"Crunch Fitness - Holiday","Entertainment & Recreation","INDIA","INR"
"Maternity Leave Branch","Income","INDIA","INR"
"Gift - USA Residential","Charity & Donations","USA","USD"
"Royalty #9462","Income","USA","USD"
"Social Security Store","Income","USA","USD"
"UCLA Medical - INDIA","Healthcare & Medical","INDIA","INR"
"Part-time #4612 - CANADA","Income","CANADA","CAD"
"Staples #9099","Shopping & Retail","CANADA","CAD"
"Best Buy Center Airport","Shopping & Retail","UK","GBP"
"Carnival - UK Online","Entertainment & Recreation","UK","GBP"
"Cable One Center (ACH)","Utilities & Services","UK","GBP"
"Rock Climbing Campus","Entertainment & Recreation","USA","USD"
"DART - Holiday","Transportation","AUSTRALIA","AUD"
"US Bank #9983 Campus","Financial Services","CANADA","CAD"
"CrossFit Residential","Entertainment & Recreation","UK","GBP"
"Congress - AUSTRALIA - Lunch Time","Government & Legal","AUSTRALIA","AUD"
"Sephora","Shopping & Retail","INDIA","INR"
"Permit Online","Government & Legal","CANADA","CAD"
"Humane Society - UK","Charity & Donations","UK","GBP"
"Cane's","Food & Dining","INDIA","INR"
"Starbucks - AUSTRALIA Online - Weekend","Food & Dining","AUSTRALIA","AUD"
"Olive Garden Residential","Food & Dining","UK","GBP"
"Jack in the Box - INDIA","Food & Dining","INDIA","INR"
"Viasat #9302 Store","Utilities & Services","CANADA","CAD"
"Amazon Downtown","Shopping & Retail","CANADA","CAD"
"Vacation Pay Store","Income","CANADA","CAD"
"Franchise Store","Income","AUSTRALIA","AUD"
"UPS Store","Shopping & Retail","AUSTRALIA","AUD"
"Jersey Mike's - Weekend","Food & Dining","USA","USD"
"Kroger Pharmacy Online","Healthcare & Medical","INDIA","INR"
"Pure Barre Hospital","Entertainment & Recreation","CANADA","CAD"
"Service - Evening","Government & Legal","AUSTRALIA","AUD"
"Direct Deposit #6041 Business District","Income","CANADA","CAD"
"Marshalls","Shopping & Retail","CANADA","CAD"
"Payroll #6189 - INDIA","Income","INDIA","INR"
"Contract Work #1359","Income","CANADA","CAD"
"Wage #5775 - Rush Hour","Income","INDIA","INR"
"Salary - UK Store","Income","UK","GBP"
"Firehouse Subs #9402","Food & Dining","CANADA","CAD"
"Credit Union Store","Financial Services","USA","USD"
"Transfer Strip Mall","Financial Services","UK","GBP"
"Donation","Charity & Donations","USA","USD"
"Customs Online","Government & Legal","INDIA","INR"
"Culver's","Food & Dining","AUSTRALIA","AUD"
"ASPCA","Charity & Donations","UK","GBP"
"Jersey Mike's","Food & Dining","AUSTRALIA","AUD"
"Alaska Airlines (Wire)","Transportation","AUSTRALIA","AUD"
"Surgery Branch","Healthcare & Medical","INDIA","INR"
"Salary","Income","AUSTRALIA","AUD"
"Orange Theory - INDIA","Entertainment & Recreation","INDIA","INR"
"Cable One - AUSTRALIA (Digital Wallet)","Utilities & Services","AUSTRALIA","AUD"
"Chase - UK Station","Financial Services","UK","GBP"
"Olive Garden","Food & Dining","AUSTRALIA","AUD"
"Exxon","Transportation","UK","GBP"
"Unemployment TXN760808","Income","USA","USD"
"Church Online Center Station","Charity & Donations","USA","USD"
"Holiday Pay","Income","CANADA","CAD"
"Church - AUSTRALIA Store - Rush Hour","Charity & Donations","AUSTRALIA","AUD"
"Blood Test #7270","Healthcare & Medical","UK","GBP"
"Specialist Store","Healthcare & Medical","CANADA","CAD"
"Commission (Contactless)","Income","INDIA","INR"
"Religious Organization Store (Digital Wallet)","Charity & Donations","UK","GBP"
"Subway - INDIA","Food & Dining","INDIA","INR"
"Immigration Center","Government & Legal","CANADA","CAD"
"NGO Store TXN800504","Charity & Donations","INDIA","INR"
"Arby's","Food & Dining","UK","GBP"
"Synagogue","Charity & Donations","AUSTRALIA","AUD"
"Unemployment TXN231943","Income","CANADA","CAD"
"Golf Course #2512 Store TXN484261","Entertainment & Recreation","AUSTRALIA","AUD"
"Pharmacy","Healthcare & Medical","UK","GBP"
"Amazon","Shopping & Retail","CANADA","CAD"
"Brigham and Women's Online Center","Healthcare & Medical","CANADA","CAD"
"Overtime #1187","Income","AUSTRALIA","AUD"
"24 Hour Fitness Online Mall","Entertainment & Recreation","UK","GBP"
"Taco Bell","Food & Dining","USA","USD"
"Shake Shack Online","Food & Dining","USA","USD"
"DirecTV #5699 - CANADA TXN640180","Utilities & Services","CANADA","CAD"
"Lab - CANADA","Healthcare & Medical","CANADA","CAD"
"Stock Online","Financial Services","UK","GBP"
"MRI Store","Healthcare & Medical","UK","GBP"
"Holiday Pay Store","Income","USA","USD"
"Red Cross #1508 - Holiday","Charity & Donations","INDIA","INR"
"Fair","Entertainment & Recreation","USA","USD"
"Digital Bank","Financial Services","INDIA","INR"
"Town Hall","Government & Legal","UK","GBP"
"State Police Online - Night","Government & Legal","USA","USD"
"BB&T - AUSTRALIA Store - Night","Financial Services","AUSTRALIA","AUD"
"Internet Provider #7450 (Digital Wallet)","Utilities & Services","UK","GBP"
"FlixBus","Transportation","CANADA","CAD"
"MARTA Store Business District","Transportation","USA","USD"
"Rite Aid Strip Mall","Shopping & Retail","INDIA","INR"
"Convention Center #9774","Entertainment & Recreation","AUSTRALIA","AUD"
"Nature Conservancy - USA TXN442319","Charity & Donations","USA","USD"
"Income - USA Strip Mall","Income","USA","USD"
"Noodles & Company #4682","Food & Dining","AUSTRALIA","AUD"
"Baja Fresh Strip Mall","Food & Dining","USA","USD"
"Salvation Army","Charity & Donations","INDIA","INR"
"Mount Sinai","Healthcare & Medical","UK","GBP"
"Royalty","Income","CANADA","CAD"
"Mutual Fund","Financial Services","INDIA","INR"
"Laser Tag - USA","Entertainment & Recreation","USA","USD"
"DirecTV - INDIA - Evening","Utilities & Services","INDIA","INR"
"Sick Pay - Rush Hour","Income","CANADA","CAD"
"First National (Digital Wallet)","Financial Services","USA","USD"
"Tax #3017","Government & Legal","INDIA","INR"
"Paintball Branch","Entertainment & Recreation","AUSTRALIA","AUD"
"Transfer #6372","Financial Services","AUSTRALIA","AUD"
"Cinemark #3323 Online","Entertainment & Recreation","AUSTRALIA","AUD"
"Electric Company","Utilities & Services","INDIA","INR"
"Hertz Store","Transportation","INDIA","INR"
"Bonus #3417 Store","Income","INDIA","INR"
"Zara #2341 - UK - Morning","Shopping & Retail","UK","GBP"
"Verizon - UK","Utilities & Services","UK","GBP"
"Registration #4212 Store","Government & Legal","UK","GBP"
"Social Security #7543 (ACH)","Income","CANADA","CAD"
"Walk-in Clinic - AUSTRALIA Store","Healthcare & Medical","AUSTRALIA","AUD"
"Spotify #8742 Branch","Entertainment & Recreation","INDIA","INR"
"Electric Company #8755 Center","Utilities & Services","USA","USD"
"SPCA","Charity & Donations","CANADA","CAD"
"Public WiFi","Utilities & Services","UK","GBP"
"Olive Garden #8659 Store - Afternoon","Food & Dining","INDIA","INR"
"Taco Bell (Digital Wallet)","Food & Dining","AUSTRALIA","AUD"
"Brigham and Women's","Healthcare & Medical","UK","GBP"
"Pediatrician - USA TXN318903","Healthcare & Medical","USA","USD"
"WiFi Hotspot - USA Store","Utilities & Services","USA","USD"
"ATM","Financial Services","INDIA","INR"
"Museum #3452 Branch - Dinner Time","Entertainment & Recreation","UK","GBP"
"NYU Langone (Online)","Healthcare & Medical","INDIA","INR"
"Wage #5308 - Lunch Time","Income","UK","GBP"
"Paintball","Entertainment & Recreation","USA","USD"
"Dollar Tree #2351 Store Hospital","Shopping & Retail","USA","USD"
"Humane Society","Charity & Donations","USA","USD"
"Local Food Bank Store TXN894970","Charity & Donations","INDIA","INR"
"Mobile Hotspot #5938","Utilities & Services","USA","USD"
"Blimpie","Food & Dining","UK","GBP"
"Amazon Prime - AUSTRALIA Online","Entertainment & Recreation","AUSTRALIA","AUD"
"Wendy's - CANADA Store Branch - Weekday","Food & Dining","CANADA","CAD"
"Museum #5002","Entertainment & Recreation","AUSTRALIA","AUD"
"Gift #4953","Charity & Donations","AUSTRALIA","AUD"
"Golf Course Mall","Entertainment & Recreation","UK","GBP"
"Banking #4404 Store","Financial Services","UK","GBP"
"Lowe's #7297 (App)","Shopping & Retail","CANADA","CAD"
"Water Park - CANADA Store","Entertainment & Recreation","CANADA","CAD"
"Dollar Tree TXN700557","Shopping & Retail","CANADA","CAD"
"Banking - Weekend","Financial Services","UK","GBP"
"Commission","Income","UK","GBP"
"Amnesty International Store","Charity & Donations","INDIA","INR"
